,DoubleRing,Phone,QWERTY
,11.761606088004898,32.09469312401881,45.05594438918908
,17.39346110338909,40.09076964520737,33.29742945511546
,24.00104247728983,33.81353664978519,47.7413012034422
,29.916095657782165,18.604670019843812,42.03619212628649
,13.279940969153602,20.69289550145073,43.97884252353885
,22.094017258060937,21.250078560351987,42.40925212444838
,12.008550445774494,15.511327140458146,39.53453315652792
,13.841754046056069,28.923061146440652,40.79350339795627
,26.22935538804341,15.599422482081053,48.61641653930571
,10.630289162794403,22.119187449291854,40.32803422195643
,35.551535888189925,12.264986336010269,47.53975316585947
,21.42865287658607,31.993015483906014,42.42909851314235
,20.149909026306734,16.13018692361784,46.20918508907266
,16.10804667393064,43.24863093170309,27.937109038649016
,23.33021928694995,21.917697589850842,39.35735405649289
,44.51123718264994,15.241139735591181,41.45092446384649
,51.70795044510348,22.955432779591238,36.63033503021167
,15.637119333513334,17.782647489927935,38.84671879374035
,11.19995368595003,19.05954046748132,42.33393764613006
,28.8541927907382,16.227260053966052,35.60631792691623
,16.22701198882421,22.86751115003328,50.96268440048095
,13.868787806534277,35.63016633792252,28.32774770109336
,33.3913270190849,28.24206682000266,38.10464997407397
,16.49832024156627,21.282667750170088,30.543728489353782
,27.618758280376255,21.471976386585283,44.45888987861486
,24.618123438442513,20.725997895261894,32.89644794435989
,10.885910342748375,34.27803476536394,27.383656520438958
,21.62218840865762,15.451545213666789,38.52375160396543
,19.47077573748311,32.77591053226462,32.404382935826156
,17.476139932640535,13.08531454318627,35.95892891601697
,8.826726729103596,19.054572764433956,34.82537329504172
,13.424197800423888,22.457457283500965,35.60134471288928
,15.98426400358807,20.186400572434728,39.98844259362648
,12.11988990593313,20.805761022299478,45.668884927403084
,15.238645836977845,31.97083381825254,33.69755660320327
,16.112335157749353,42.98871632297254,34.03533581748782
,21.062309059616076,17.975429259923608,37.82376013813129
,22.03096864316038,13.329854404253773,26.639598500456103
,12.200993356890072,19.65057696924711,39.423104212203164
,20.257868750343324,17.662925923397214,52.235523101784985
,32.0621856778505,14.325016031827209,41.6878488706303
,16.071765016612044,33.613032305031446,30.11750042692414
,24.225044747874747,16.168246906659505,44.4679326947447
,33.35727918043902,29.111513832251386,41.0057089099272
,22.86976063407757,14.224542875255047,37.20232625495032
,15.995443644565249,25.813038600742075,39.13354094361305
,28.541398983115158,15.924557488528166,40.451104003743666
,17.87826611503056,40.02215199439014,31.33847406176754
,31.991112470842154,32.91164673431841,37.22325957634487
,16.926846526919,26.397671127502477,38.318625306087355
,35.58088893764677,15.794157749954833,48.27512019960411
,20.971496522339425,25.011313732296973,54.79628729025828
,10.013953563897248,23.935385956477543,49.23252852366891
,17.778474856411044,17.44824782990638,50.01995702503158
,44.066275582937344,24.502115156838173,50.11541391887174
,28.531478387814875,25.453970404366196,40.71741746048732
,21.34787379713301,38.46735784122194,51.18962869918308
,13.911651893707374,23.845812045915196,44.876130492521604
,13.117674906379802,19.423895341275458,41.05595516385416
,12.443305713297343,21.152742424768395,47.09710738277772
AVG0,22.48174648931336,23.276008975528764,41.1066091430914
AVG1,17.946777122007195,23.594685986758655,36.975189613322584
AVG2,22.88410885794451,24.177320818976348,42.916093360249576
AVG,21.104210823088355,23.68267192708792,40.33263070555452
