0,r,0.21664955355442719,0.65175199508666992
0,t,0.59372776617157752,0.65175199508666992
0,y,0.1896226802739952,0.65175199508666992
1,i,0.21822327801358027,0.0
1,o,0.58428111286316131,0.0
1,p,0.19749560912325845,0.0
2,i,0.21208239437421961,0.097057819366455078
2,o,0.56452727441485229,0.097057819366455078
2,p,0.22339033121092808,0.097057819366455078
3,o,0.65986991806856976,0.15973711013793945
3,p,0.34013008193143029,0.15973711013793945
4,o,0.25174576197426124,0.20300698280334473
4,p,0.22669451134729227,0.20300698280334473
4,k,0.16297888082685288,0.20300698280334473
4,l,0.35858084585159372,0.20300698280334473
5,i,0.18502186458559408,0.053191184997558594
5,o,0.25197398927156328,0.053191184997558594
5,k,0.37636303837495816,0.053191184997558594
5,l,0.18664110776788451,0.053191184997558594
6,u,0.17928780206354109,0.12935113906860352
6,i,0.59985075598894966,0.12935113906860352
6,o,0.2208614419475092,0.12935113906860352
7,t,0.43719261595878195,0.19928884506225586
7,y,0.562807384041218,0.19928884506225586
8,r,0.29357332119865653,0.5042269229888916
8,t,0.70642667880134347,0.5042269229888916
